question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-PS2-056,MS-PS2,MS-PS2-3,applied,"A compass is sitting near a wire carrying electric current. If the current in the wire is increased, what do you predict happens to the compass needle?","The compass needle deflects more because a higher current produces a stronger magnetic field around the wire, exerting a greater force on the needle.",claude-4.6-sonnet-thinking,8.03
MS-PS2-057,MS-PS2,MS-PS2-3,applied,"An electric doorbell uses an electromagnet to make the bell ring. If the wire in the electromagnet breaks so only half the coils are connected, what happens to the sound of the bell?","The bell will ring more weakly or may not ring at all, because fewer coils means a weaker magnetic field, producing less force to strike the bell.",claude-4.6-sonnet-thinking,8.72
MS-PS2-058,MS-PS2,MS-PS2-4,applied,"If you drop a bowling ball and a tennis ball from the same height at the same time, which one hits the ground first?","They hit the ground at the same time. Gravity accelerates all objects equally regardless of their mass, so both balls fall at the same rate (ignoring air resistance).",claude-4.6-sonnet-thinking,6.55
MS-PS2-059,MS-PS2,MS-PS2-4,applied,"If Earth suddenly doubled in mass but stayed the same size, what would happen to how strongly it pulls you toward the ground?",The gravitational pull on you would be twice as strong because gravity depends on the masses of the interacting objects. A more massive Earth exerts a greater attractive force.,claude-4.6-sonnet-thinking,8.26
MS-PS2-060,MS-PS2,MS-PS2-4,applied,Why does the Sun keep all the planets orbiting around it instead of the planets flying off into space?,"The Sun has an enormous mass, which creates a very strong gravitational pull on every planet. This attractive force keeps the planets curving around the Sun rather than traveling in a straight line into space.",claude-4.6-sonnet-thinking,8.59
MS-PS2-061,MS-PS2,MS-PS2-4,applied,Imagine you are holding a baseball and a marble. Both are attracted to Earth by gravity—why does Earth pull harder on the baseball than on the marble?,"The baseball has more mass than the marble, and gravitational force depends on the masses of the interacting objects. Because the baseball's mass is greater, Earth exerts a stronger gravitational pull on it.",claude-4.6-sonnet-thinking,7.16
MS-PS2-062,MS-PS2,MS-PS2-5,applied,"If you rub a balloon on your hair and hold it near small pieces of paper without touching them, what will happen and why?",The pieces of paper will be attracted to the balloon and may stick to it. The charged balloon creates an electric field that exerts a force on the paper even though they are not in contact.,claude-4.6-sonnet-thinking,8.52
MS-PS2-063,MS-PS2,MS-PS2-5,applied,A refrigerator magnet holds a note to the fridge door without glue or tape. How is the magnet able to hold the paper in place without actually being attached to it?,"The magnet's magnetic field reaches through the air and into the metal door, creating an attractive force that holds everything in place without any direct connection between them.",claude-4.6-sonnet-thinking,7.96
MS-PS2-064,MS-PS2,MS-PS2-5,applied,You put two bar magnets on a frictionless surface with opposite poles facing each other and release them from a short distance apart. What will they do before they even touch each other?,"They will begin accelerating toward each other before making contact, because the magnetic field of each magnet exerts an attractive force on the other through the space between them.",claude-4.6-sonnet-thinking,7.65
MS-PS3-001,MS-PS3,MS-PS3-1,recall,What unit is used to measure kinetic energy?,Kinetic energy is measured in joules (J).,claude-4.6-sonnet-thinking,8.18
MS-PS3-002,MS-PS3,MS-PS3-1,recall,What does it mean when we say kinetic energy is proportional to mass?,"It means that if the mass of an object doubles (and speed stays the same), the kinetic energy also doubles. The relationship between kinetic energy and mass is a direct, linear relationship.",claude-4.6-sonnet-thinking,7.63
MS-PS3-003,MS-PS3,MS-PS3-1,recall,What is 'mass' in the context of kinetic energy?,"Mass is the amount of matter in an object, typically measured in kilograms (kg). In the kinetic energy formula, greater mass means greater kinetic energy when speed stays the same.",claude-4.6-sonnet-thinking,6.28
MS-PS3-004,MS-PS3,MS-PS3-2,recall,"If a roller coaster car is at the top of a hill, what kind of energy does it mainly have?","At the top of a hill, the roller coaster car mainly has gravitational potential energy because of its height above the ground.",claude-4.6-sonnet-thinking,6.96
MS-PS3-005,MS-PS3,MS-PS3-3,recall,What is thermal energy?,Thermal energy is the total kinetic energy of all the particles in an object due to their random motion. Objects with higher temperatures have particles that move faster and therefore have more thermal energy.,claude-4.6-sonnet-thinking,6.62
MS-PS3-006,MS-PS3,MS-PS3-3,recall,What is conduction?,Conduction is the transfer of thermal energy between objects or particles that are in direct contact with each other. It occurs when faster-moving particles collide with slower-moving particles and transfer energy to them.,claude-4.6-sonnet-thinking,5.25
MS-PS3-007,MS-PS3,MS-PS3-3,recall,What is convection?,"Convection is the transfer of thermal energy through the movement of a fluid (liquid or gas). Warmer, less dense fluid rises while cooler, denser fluid sinks, creating a circulating current.",claude-4.6-sonnet-thinking,5.25
MS-PS3-008,MS-PS3,MS-PS3-3,recall,What is radiation in terms of heat transfer?,"Radiation is the transfer of thermal energy through electromagnetic waves, such as infrared light. Unlike conduction and convection, radiation does not need matter to travel through and can move through empty space.",claude-4.6-sonnet-thinking,5.23
MS-PS3-009,MS-PS3,MS-PS3-3,recall,What is a thermal insulator?,"A thermal insulator is a material that slows down or reduces the transfer of thermal energy. Examples include wool, foam, and fiberglass, which are used to keep things from gaining or losing heat quickly.",claude-4.6-sonnet-thinking,7.6
MS-PS3-010,MS-PS3,MS-PS3-3,recall,What is a thermal conductor?,A thermal conductor is a material that allows thermal energy to transfer through it easily and quickly. Metals like copper and aluminum are good thermal conductors.,claude-4.6-sonnet-thinking,5.24
MS-PS3-011,MS-PS3,MS-PS3-3,recall,What is temperature?,"Temperature is a measure of the average kinetic energy of the particles in a substance. It is measured in degrees Celsius, Fahrenheit, or Kelvin.",claude-4.6-sonnet-thinking,5.25
MS-PS3-012,MS-PS3,MS-PS3-4,recall,What does it mean for two objects to be in thermal equilibrium?,Two objects are in thermal equilibrium when they reach the same temperature and heat transfer between them stops. There is no longer a net flow of energy between them.,claude-4.6-sonnet-thinking,6.79
MS-PS3-013,MS-PS3,MS-PS3-5,recall,What happens to the kinetic energy of an object when it speeds up?,"When an object speeds up, its kinetic energy increases. This means energy has been transferred to the object.",claude-4.6-sonnet-thinking,6.73
MS-PS3-014,MS-PS3,MS-PS3-5,recall,"If a rolling ball slows down and stops, where did its kinetic energy go?","The ball's kinetic energy was transferred to the surroundings, mostly converted to thermal energy (heat) through friction between the ball and the surface.",claude-4.6-sonnet-thinking,5.88
MS-PS3-015,MS-PS3,MS-PS3-5,recall,"When a moving object collides with a still object and makes it move, what happened to the energy?",Energy was transferred from the moving object to the still object. The moving object loses kinetic energy and the previously still object gains kinetic energy.,claude-4.6-sonnet-thinking,7.82
MS-PS3-016,MS-PS3,MS-PS3-1,conceptual,Why does a slow-moving car have less kinetic energy than a fast-moving car of the same size?,"Kinetic energy increases as speed increases, so the slower car has less energy of motion. Because speed is squared in the kinetic energy relationship, even a small drop in speed causes a large drop in kinetic energy.",claude-4.6-sonnet-thinking,8.39
MS-PS3-017,MS-PS3,MS-PS3-1,conceptual,Why do safety experts care so much about the speed of a car in a crash rather than just its weight?,"Because speed is squared in the kinetic energy formula, even a small increase in speed creates a much larger increase in kinetic energy that must be absorbed in a crash. A car going twice as fast has four times the kinetic energy, making the crash far more dangerous.",claude-4.6-sonnet-thinking,6.65
MS-PS3-018,MS-PS3,MS-PS3-1,conceptual,Why is it harder to stop a heavier moving object than a lighter one moving at the same speed?,"A heavier object has more kinetic energy due to its greater mass, so more force must be applied over a longer time or distance to bring it to a stop. Removing more kinetic energy requires more work to be done on the object.",claude-4.6-sonnet-thinking,7.97
MS-PS3-019,MS-PS3,MS-PS3-2,conceptual,Why does a stretched rubber band have more potential energy than a relaxed one?,"When you stretch a rubber band, you change the arrangement of its particles by pulling them farther apart, which stores elastic potential energy in the system. The more it is stretched, the more energy is stored.",claude-4.6-sonnet-thinking,6.73
